1
		Rooms	Brand	Parent Company	Property Name	Market Name	Submarket Name	Hotel Class	Scale	Operation Type	Constr Status	Operational Status	Expansion Rooms	Expansion Status Month	Expansion Status Year	Expansion Status	Property Address	City	State	Zip	Year Built	Year Renovated	Hotel Open Date	Data Participation	Mtg Rooms	Total Mtg Space	Max Contig Mtg Space	Hotel Location Type	Secondary Type	All-Inclusive	All-Suites	Primary Corridors	Number Of Stories	Number Of Parking Spaces	Parking Spaces/Room	FEMA Map Date	FEMA Map Identifier	FIRM ID	FIRM Panel Number	In SFHA	Floodplain Area	Owner Name	Owner Phone	Owner Contact	Owner Address	Owner City State Zip	Property Location	True Owner Address	True Owner City State Zip	True Owner Name	True Owner Contact	True Owner Phone
		169	Hampton by Hilton	Hilton Worldwide	Hampton by Hilton Inn San Antonio-Downtown River Walk	San Antonio, TX	San Antonio CBD	Upper Midscale	Upper Midscale	Franchise	Existing	Open					414 Bowie St	San Antonio	TX	78205	1995		07/01/1995	Monthly & Daily				Urban	Hotel	No	No	Interior	6	225	1.331	09/29/2010	48029C0415G	48029C	0415G	No	100-year and 500-year Floodplain	Krishna San Antonio LLC								Krishna San Antonio LLC
		124	Hampton by Hilton	Hilton Worldwide	Hampton by Hilton Austin NW near The Domain	Austin, TX	Austin Northwest/Arboretum	Upper Midscale	Upper Midscale	Franchise	Existing	Open					3908 W Braker Ln	Austin	TX	78759-5300	1996	2018	09/23/1996	Monthly & Daily				Suburban	Hotel	No	No	Interior	6	79	0.637	01/06/2016	48453C0265K	48453C	0265K	No	100-year and 500-year Floodplain	Apple Hospitality REIT, Inc.	8043448121		814 E Main St	Richmond, VA 23219-3306		814 E Main St	Richmond, VA 23219-3306	Apple Hospitality REIT, Inc.		8043448121
		232	Marriott White Label Luxury 	Marriott International	Houston Grand Hotel – River Oaks	Houston, TX	Houston Galleria/Greenway Plaza	Luxury	Luxury	Franchise	Existing	Open					1919 Briar Oaks Ln	Houston	TX	77027	1982	2013	06/01/1985	Monthly	10	13,825	4,650	Urban	Hotel	No	No	Interior	12	36	0.155	06/18/2007	48201C0855L	48201C	0855L	No	100-year and 500-year Floodplain	Saddlebrook Equity & Management, LLC	2812494600		9111 North Fwy	Houston, TX 77037    		9111 North Fwy	Houston, TX 77037    	Saddlebrook Equity & Management, LLC		2812494600
		217	Embassy Suites by Hilton	Hilton Worldwide	Embassy Suites by Hilton San Antonio NW I-10	San Antonio, TX	San Antonio Northwest	Upper Upscale	Upper Upscale	Franchise	Existing	Permanently Closed					7750 Briaridge Dr	San Antonio	TX	78230	1975		06/01/1975		5	5,790	5,568	Suburban	Hotel	No	Yes	Interior	8	350	1.613	09/29/2010	48029C0245G	48029C	0245G	No	100-year and 500-year Floodplain	Hotel Capital, LLC	3176325555		133 W Market St	Indianapolis, IN 46204		133 W Market St	Indianapolis, IN 46204	Hotel Capital, LLC		3176325555
		604	Marriott	Marriott International	Houston Marriott Westchase	Houston, TX	Katy Freeway West	Upper Upscale	Upper Upscale	Franchise	Existing	Open					2900 Briarpark Dr	Houston	TX	77042	1980	2016	06/01/1980	Monthly	21	39,507	14,794	Suburban	Hotel	No	No	Interior	10	1000	1.656	04/02/2014	48157C0175L	48201C	0175L	No	100-year and 500-year Floodplain	Garnet Hotels	5618926628		250 Congress Park Dr Suite # 208	Delray Beach, FL 33445-4630		250 Congress Park Dr Suite # 208	Delray Beach, FL 33445-4630	Garnet Hotels		5618926628
		112	Homewood Suites by Hilton	Hilton Worldwide	Homewood Suites by Hilton San Antonio Airport	San Antonio, TX	San Antonio Airport	Upscale	Upscale	Franchise	Existing	Open					8531 Broadway St	San Antonio	TX	78217	2016		08/01/2016	Monthly & Daily	1	650	650	Airport	Hotel	No	Yes	Interior	4	103	0.920	06/19/2020	48029C0265H	48029C	0265H	No	100-year and 500-year Floodplain	Baywood Hotels Inc	3013458700		9130 Guilford Rd Suite # A	Columbia, MD 21046-1803		9130 Guilford Rd Suite # A	Columbia, MD 21046-1803	Baywood Hotels Inc		3013458700
		126	Hilton Garden Inn	Hilton Worldwide	Hilton Garden Inn San Antonio Airport South	San Antonio, TX	San Antonio Airport	Upscale	Upscale	Franchise	Existing	Open					8505 Broadway St	San Antonio	TX	78217	2008	2017	12/01/2008	Monthly & Daily	2	477	315	Airport	Hotel	No	No	Interior	4	127	1.008	06/19/2020	48029C0265H	48029C	0265H	No	100-year and 500-year Floodplain	Mid-Continent Hospitality	4692081872		2600 Dallas Pky Suite # 500	Frisco, TX 75034-8697		2600 Dallas Pky Suite # 500	Frisco, TX 75034-8697	Mid-Continent Hospitality		4692081872
		154	Hilton Garden Inn	Hilton Worldwide	Hilton Garden Inn Austin North-Near the Domain	Austin, TX	Austin Northwest/Arboretum	Upscale	Upscale	Franchise	Existing	Open					2600 Brockton Dr	Austin	TX	78758	2021		02/16/2021	Monthly & Daily	4	4,376	2,178	Suburban	Hotel	No	No	Interior	6			01/06/2016	48453C0265K	48453C	0265K	No	100-year and 500-year Floodplain	Lions Veldt Inc	8065842284	Narendra Patel	2600 Esperanza Crse	Austin, TX 78758		2600 Esperanza Crse	Austin, TX 78758	Lions Veldt Inc	Narendra Patel	8065842284
		153	Tapestry Collection by Hilton	Hilton Worldwide	Tapestry Collection by Hilton The Nobleman Fort Worth	Fort Worth/Arlington, TX	Fort Worth CBD	Upper Upscale	Upper Upscale	Franchise	Existing	Open					503 Bryan Ave	Fort Worth	TX	76104	2025		04/17/2025	Monthly & Daily	3	2,475	1,500	Urban	Hotel	No	No	Interior	4			03/21/2019	48439C0305L	48439C	0305L	No	100-year and 500-year Floodplain	Five Senses Hospitality Management, LLC	7207021959	Jeffrey T Blackman	270 St. Paul St Suite # 200	Denver, CO 80206    		270 St. Paul St Suite # 200	Denver, CO 80206    	Five Senses Hospitality Management, LLC	Jeffrey T Blackman	7207021959
		194	DoubleTree by Hilton	Hilton Worldwide	DoubleTree by Hilton Hotel Austin Northwest Arboretum	Austin, TX	Austin Northwest/Arboretum	Upscale	Upscale	Franchise	Existing	Open					8901 Business Park Dr	Austin	TX	78759	1984	2015	07/01/1984	Monthly & Daily	7	6,660	2,952	Suburban	Hotel	No	No	Interior	4	200	1.031	01/06/2016	48453C0265K	48453C	0265K	No	100-year and 500-year Floodplain	Pinnacle Hotels USA, Inc.	8589748201	Barry (Bharat) Lall	8369 Vickers St Suite # 210	San Diego, CA 92111-2113		8369 Vickers St Suite # 210	San Diego, CA 92111-2113	Pinnacle Hotels USA, Inc.	Barry (Bharat) Lall	8589748201
		105	Hampton by Hilton	Hilton Worldwide	Hampton Inn & Suites San Antonio Lackland AFB SeaWorld	San Antonio, TX	Seaworld/Lackland AFB	Upper Midscale	Upper Midscale	Franchise	Existing	Open					1719 Cable Ranch Rd	San Antonio	TX	78245	2017		11/01/2017	Monthly & Daily				Suburban	Hotel	No	No	Interior	4			09/29/2010	48029C0370G	48029C	0370G	No	100-year and 500-year Floodplain	Baywood Hotels Inc	3013458700	Amit Patel	9130 Guilford Rd Suite # A	Columbia, MD 21046-1803		9130 Guilford Rd Suite # A	Columbia, MD 21046-1803	Baywood Hotels Inc	Amit Patel	3013458700
		117	Homewood Suites by Hilton	Hilton Worldwide	Homewood Suites by Hilton Austin Airport	Austin, TX	South Austin/Airport	Upscale	Upscale	Franchise	Existing	Open					3204 Caseybridge Ct	Austin	TX	78744	2025		09/30/2025	Monthly & Daily		0	0	Airport	Hotel	No	Yes	Interior	5	109	0.932	01/22/2020	48453C0605K	48453C	0605K	No	100-year and 500-year Floodplain	Baywood Hotels Inc	3013458700	BJ Patel	9130 Guilford Rd Suite # A	Columbia, MD 21046-1803		9130 Guilford Rd Suite # A	Columbia, MD 21046-1803	Baywood Hotels Inc	BJ Patel	3013458700
		114	Homewood Suites by Hilton	Hilton Worldwide	Homewood Suites by Hilton TechRidge Parmer @ I-35	Austin, TX	Austin US-290/I-35 Area	Upscale	Upscale	Franchise	Existing	Open					13001 Center Lake Dr	Austin	TX	78753	2015		12/14/2015	Monthly & Daily	1	1,344	1,344	Suburban	Hotel	No	Yes	Interior	4	95	0.833	08/18/2014	48453C0270J	48453C	0270J	No	100-year and 500-year Floodplain	Vista Host, Inc	7132675800		10370 Richmond Ave Suite # 150	Houston, TX 77042-4141		10370 Richmond Ave Suite # 150	Houston, TX 77042-4141	Vista Host, Inc		7132675800
		296	Marriott White Label Upper Upscale	Marriott International	The Beeman Hotel	Dallas, TX	Dallas North Central/LBJ Freeway	Upper Upscale	Upper Upscale	Franchise	Existing	Open					6070 N Central Expy	Dallas	TX	75206	1972	2025	05/01/1972	Monthly	8	12,380	6,204	Urban	Hotel	No	No	Interior	9	164	0.554	07/07/2014	48113C0335K	48113C	0335K	No	100-year and 500-year Floodplain	NewcrestImage	2147744650		1785 State Highway 26 Suite # 400	Grapevine, TX 76051		1785 State Highway 26 Suite # 400	Grapevine, TX 76051	NewcrestImage		2147744650
		155	Hyatt House	Hyatt Corporation	Hyatt House Dallas/Lincoln Park	Dallas, TX	Dallas North Central/LBJ Freeway	Upscale	Upscale	Franchise	Existing	Open					8221 N Central Expy	Dallas	TX	75225	1999	2008	05/01/2000	Monthly & Daily	2	1,000	1,000	Urban	Hotel	No	Yes	Interior	4	44	0.284	07/07/2014	48113C0335K	48113C	0335K	No	100-year and 500-year Floodplain	Singerman Real Estate, LLC	3125449645		980 N Michigan Ave Suite # 1700	Chicago, IL 60611-4501		980 N Michigan Ave Suite # 1700	Chicago, IL 60611-4501	Singerman Real Estate, LLC		3125449645
		300	DoubleTree by Hilton	Hilton Worldwide	DoubleTree by Hilton Hotel Dallas - Campbell Centre	Dallas, TX	Dallas North Central/LBJ Freeway	Upscale	Upscale	Franchise	Existing	Open					8250 N Central Expy	Dallas	TX	75206	1979	2017	02/01/1980	Monthly & Daily	15	23,108	6,789	Urban	Hotel	No	No	Interior	21	155	0.517	07/07/2014	48113C0335K	48113C	0335K	No	100-year and 500-year Floodplain	Black Forest Ventures	8328137373	Sean Quinn	24 Waterway Ave Suite # 225	The Woodlands, TX 77380		24 Waterway Ave Suite # 225	The Woodlands, TX 77380	Black Forest Ventures	Sean Quinn	8328137373
		110	Hilton Garden Inn	Hilton Worldwide	Hilton Garden Inn North Dallas Central Expy	Dallas, TX	Dallas North Central/LBJ Freeway	Upscale	Upscale	Franchise	Existing	Open					10350 N Central Expy	Dallas	TX	75231	2020		06/03/2020	Monthly & Daily	2	2,419	2,419	Urban	Hotel	No	No	Interior	5	63	0.573	07/07/2014	48113C0195K	48113C	0195K	No	100-year and 500-year Floodplain	Whitestone Hospitality	9726008162	Dhaval Patel	1200 W Walnut Hill Ln Suite # 2525	Irving, TX 75038-3029		1200 W Walnut Hill Ln Suite # 2525	Irving, TX 75038-3029	Whitestone Hospitality	Dhaval Patel	9726008162
		124	Hampton by Hilton	Hilton Worldwide	Hampton Inn & Suites North Dallas Central Expy	Dallas, TX	Dallas North Central/LBJ Freeway	Upper Midscale	Upper Midscale	Franchise	Existing	Open					10370 N Central Expy	Dallas	TX	75231	2017		02/01/2017	Monthly & Daily	2	1,200	1,200	Urban	Hotel	No	No	Interior	5	108	0.871	07/07/2014	48113C0195K	48113C	0195K	No	100-year and 500-year Floodplain	Whitestone Hospitality	9726008162		1200 W Walnut Hill Ln Suite # 2525	Irving, TX 75038-3029		1200 W Walnut Hill Ln Suite # 2525	Irving, TX 75038-3029	Whitestone Hospitality		9726008162
		126	Hyatt Place	Hyatt Corporation	Hyatt Place Dallas/Park Central	Dallas, TX	Dallas North Central/LBJ Freeway	Upscale	Upscale	Franchise	Existing	Open					12411 N Central Expy	Dallas	TX	75243	1996	2012	10/01/1996	Monthly & Daily	2	1,035	1,035	Suburban	Hotel	No	No	Interior	6	97	0.770	07/07/2014	48113C0195K	48113C	0195K	No	100-year and 500-year Floodplain	HKB Hotel Group	4045009097		2970 Clairmont Rd NE Suite # 945	Atlanta, GA 30329-1638		2970 Clairmont Rd NE Suite # 945	Atlanta, GA 30329-1638	HKB Hotel Group		4045009097
		279	Embassy Suites by Hilton	Hilton Worldwide	Embassy Suites by Hilton Dallas Park Central Area	Dallas, TX	Dallas North Central/LBJ Freeway	Upper Upscale	Upper Upscale	Franchise	Existing	Open					13131 N Central Expy	Dallas	TX	75243	1984	2019	06/01/1986	Monthly & Daily	14	11,069	4,256	Suburban	Hotel	No	Yes	Interior	9	49	0.176	07/07/2014	48113C0195K	48113C	0195K	No	100-year and 500-year Floodplain	MTX Hospitality			5100 Endicott Ave	Fort Worth, TX 76137-3400		5100 Endicott Ave	Fort Worth, TX 76137-3400	MTX Hospitality
		104	Hampton by Hilton	Hilton Worldwide	Hampton by Hilton Inn & Suites Galveston	Houston, TX	Galveston & Texas City	Upper Midscale	Upper Midscale	Franchise	Existing	Open					6431 Central City Blvd	Galveston	TX	77551	2007		05/01/2007	Monthly & Daily	1	624	624	Suburban	Hotel	No	No	Interior	5			08/15/2019	48167C0439G	48167C	0439G	Yes	100-year Floodplain	Krishna Galveston LLC.	2542146701	Harsh Patel	283 1st St	Galveston, TX 77550		283 1st St	Galveston, TX 77550	Krishna Galveston LLC.	Harsh Patel	2542146701
		302	Marriott	Marriott International	Marriott Dallas Fort Worth Airport South	Fort Worth/Arlington, TX	Bedford/Grapevine	Upper Upscale	Upper Upscale	Franchise	Existing	Open					4151 Centreport Dr	Fort Worth	TX	76155	1999		03/01/2000	Monthly	8	12,905	2,475	Airport	Hotel	No	No	Interior	7	83	0.275	03/21/2019	48439C0235L	48439C	0235L	No	100-year and 500-year Floodplain	Columbia Sussex Corporation	8595781100	William Yung	740 Centre View Blvd	Crestview Hills, KY 41017-5434		740 Centre View Blvd	Crestview Hills, KY 41017-5434	Columbia Sussex Corporation	William Yung	8595781100
		613	Marriott	Marriott International	Austin Marriott Downtown	Austin, TX	Austin CBD	Upper Upscale	Upper Upscale	Franchise	Existing	Open					304 E Cesar Chavez St	Austin	TX	78701-4006	2021		03/01/2021	Monthly	28	57,347	18,000	Urban	Hotel	No	No	Interior	30			01/22/2020	48453C0465K	48453C	0465K	No	100-year and 500-year Floodplain	White Lodging Services Corp	2194722900	Dave Sibley	701 E 83rd Ave	Merrillville, IN 46410-9202		701 E 83rd Ave	Merrillville, IN 46410-9202	White Lodging Services Corp	Dave Sibley	2194722900
		249	DoubleTree by Hilton	Hilton Worldwide	DoubleTree by Hilton Hotel San Antonio Downtown	San Antonio, TX	San Antonio CBD	Upscale	Upscale	Franchise	Existing	Open					502 W Cesar E Chavez Blvd	San Antonio	TX	78207	1986	2000	11/01/1992	Monthly & Daily	9	7,967	2,790	Urban	Hotel	No	No	Interior	6	622	2.498	09/29/2010	48029C0395G	48029C	0395G	No	100-year and 500-year Floodplain	J.G. Management	8187079494	Greg Greenstein	5743 Corsa Ave Suite # 200	Westlake Village, CA 91362-4027		5743 Corsa Ave Suite # 200	Westlake Village, CA 91362-4027	J.G. Management	Greg Greenstein	8187079494
		288	Marriott	Marriott International	Dallas/Fort Worth Marriott Hotel & Golf Club at Champions Circle	Dallas, TX	Denton/North Lake	Upper Upscale	Upper Upscale	Franchise	Existing	Open					3300 Championship Pky	Fort Worth	TX	76177	2000	2021	09/01/2001	Monthly	12	22,000	8,978	Suburban	Hotel	No	No	Interior	10	339	1.177	04/18/2011	48121C0495G	48121C	0495G	No	100-year and 500-year Floodplain	O`Reilly Hospitality Management, LLC	4178518700	Timothy O'Reilly	4045 E State Highway D Suite # 200	Springfield, MO 65809-2963		4045 E State Highway D Suite # 200	Springfield, MO 65809-2963	O`Reilly Hospitality Management, LLC	Timothy O'Reilly	4178518700
		112	Homewood Suites by Hilton	Hilton Worldwide	Homewood Suites by Hilton Fort Worth Medical Center	Fort Worth/Arlington, TX	Fort Worth CBD	Upscale	Upscale	Franchise	Existing	Open					2200 Charlie Ln	Fort Worth	TX	76104-3938	2011		06/01/2013	Monthly & Daily	1	750	750	Urban	Hotel	No	Yes	Interior	4	627	5.598	03/21/2019	48439C0305L	48439C	0305L	No	100-year and 500-year Floodplain	Apple Hospitality REIT, Inc.	8043448121		814 E Main St	Richmond, VA 23219-3306		814 E Main St	Richmond, VA 23219-3306	Apple Hospitality REIT, Inc.		8043448121
		150	Canopy by Hilton	Hilton Worldwide	Canopy by Hilton Dallas Uptown	Dallas, TX	Dallas CBD/Market Center	Upper Upscale	Upper Upscale	Franchise	Existing	Open					2950 Cityplace W Blvd	Dallas	TX	75204	2018		07/09/2018	Monthly & Daily	3	2,236	1,872	Urban	Hotel	No	No	Interior	10			08/23/2001	48113C0345J	48113C	0345J	No	100-year and 500-year Floodplain	Bentley Legacy Group	4694589374		7150 Preston Rd Suite # 300	Plano, TX 75024-3203		7150 Preston Rd Suite # 300	Plano, TX 75024-3203	Bentley Legacy Group		4694589374
		127	Hyatt Place	Hyatt Corporation	Hyatt Place Fort Worth/Cityview	Fort Worth/Arlington, TX	Fort Worth West	Upscale	Upscale	Franchise	Existing	Open					5900 Cityview Blvd	Fort Worth	TX	76132	1998	2014	03/01/1998	Monthly & Daily	1	720	720	Suburban	Hotel	No	No	Interior	6	128	1.008	09/25/2009	48439C0295K	48439C	0295K	No	100-year and 500-year Floodplain	Whitestone Hospitality	9726008162	Dhaval Patel	1200 W Walnut Hill Ln Suite # 2525	Irving, TX 75038-3029		1200 W Walnut Hill Ln Suite # 2525	Irving, TX 75038-3029	Whitestone Hospitality	Dhaval Patel	9726008162
		79	Hampton by Hilton	Hilton Worldwide	Hampton by Hilton Inn & Suites Dallas I-30 Cockrell Hill	Dallas, TX	Dallas South	Upper Midscale	Upper Midscale	Franchise	Existing	Open					1718 N Cockrell Hill Rd	Dallas	TX	75211	2009		09/01/2010	Monthly & Daily	2	3,057	2,805	Urban	Hotel	No	No	Interior	4	83	1.051	08/23/2001	48113C0320J	48113C	0320J	No	100-year and 500-year Floodplain	Dallas West Hospitality, LLC			1718 N Cockrell Hill Rd	Dallas, TX 75211-1313		1718 N Cockrell Hill Rd	Dallas, TX 75211-1313	Dallas West Hospitality, LLC
		156	Embassy Suites by Hilton	Hilton Worldwide	Embassy Suites by Hilton Fort Worth Downtown	Fort Worth/Arlington, TX	Fort Worth CBD	Upper Upscale	Upper Upscale	Franchise	Existing	Open					600 Commerce St	Fort Worth	TX	76102	1975	2007	04/01/2007	Monthly & Daily	6	5,061	2,615	Urban	Hotel	No	Yes	Interior	13	130	0.833	03/21/2019	48439C0190L	48439C	0190L	No	100-year and 500-year Floodplain	AVR Realty Company	9149653990	Lily Ann Marden	1 Executive Blvd Suite # 480	Yonkers, NY 10701-6822	Center Downtown District	1 Executive Blvd Suite # 480	Yonkers, NY 10701-6822	AVR Realty Company	Lily Ann Marden	9149653990
		245	Hampton by Hilton	Hilton Worldwide	Hampton Inn & Suites Fort Worth Downtown	Fort Worth/Arlington, TX	Fort Worth CBD	Upper Midscale	Upper Midscale	Franchise	Existing	Open					1001 Commerce St	Fort Worth	TX	76102	2017		10/01/2017	Monthly & Daily	4	2,523	1,330	Urban	Hotel	No	No	Interior	7			03/21/2019	48439C0190L	48439C	0190L	No	100-year and 500-year Floodplain	Raymond Management Company	6088334100	Chase Zadnik	4601 Frey St Suite # 400	Madison, WI 53705-2904		4601 Frey St Suite # 400	Madison, WI 53705-2904	Raymond Management Company	Chase Zadnik	6088334100
		176	Hampton by Hilton	Hilton Worldwide	Hampton by Hilton Inn & Suites Dallas Downtown	Dallas, TX	Dallas CBD/Market Center	Upper Midscale	Upper Midscale	Franchise	Existing	Open					1700 Commerce St	Dallas	TX	75201-5314	2016		06/01/2016	Monthly & Daily	1	300	300	Urban	Hotel	No	No	Interior	21			08/23/2001	48113C0345J	48113C	0345J	No	100-year and 500-year Floodplain	GIC Real Estate	68898888		168 Robinson Rd Suite # 37-01, Capital Tower	Singapore, SGP 068912		168 Robinson Rd Suite # 37-01, Capital Tower	Singapore, SGP 068912	GIC Real Estate		68898888
		79	Aiden by Best Western	BWH Hotels	Aiden by Best Western @ San Antonio Riverwalk	San Antonio, TX	San Antonio CBD	Upscale	Upscale	Franchise	Existing	Open					1103 E Commerce St	San Antonio	TX	78205-3305	1890	2023	08/01/2001	Monthly	2	1,356	529	Urban	Hotel	No	No	Interior	5	31	0.392	09/29/2010	48029C0415G	48029C	0415G	No	100-year and 500-year Floodplain	Ritter Tibor & Mo H Saidi	2104621434	Tibor Ritter	PO BOX 782129	SAN ANTONIO, TX 78278		PO BOX 782129	SAN ANTONIO, TX 78278	Ritter Tibor & Mo H Saidi	Tibor Ritter	2104621434
		246	Hyatt Centric	Hyatt Corporation	Hyatt Centric Congress Avenue Austin	Austin, TX	Austin CBD	Upper Upscale	Upper Upscale	Chain Management	Existing	Open					721 Congress Ave	Austin	TX	78701-3216	2023		02/01/2023	Monthly & Daily	4	2,560	940	Urban	Hotel	No	No	Interior	31							No		McWhinney Real Estate Development	7203604700		1800 Wazee St	Denver, CO 80202-1577		1800 Wazee St	Denver, CO 80202-1577	McWhinney Real Estate Development		7203604700
		262	Embassy Suites by Hilton	Hilton Worldwide	Embassy Suites by Hilton Austin Downtown South Congress	Austin, TX	Austin CBD	Upper Upscale	Upper Upscale	Chain Management	Existing	Open					300 S Congress Ave	Austin	TX	78704	1983	2016	10/01/1985	Monthly & Daily	5	2,330	1,008	Urban	Hotel	No	Yes	Interior	9							No		Park Hotels & Resorts	5713025757		1775 Tysons Blvd Suite # 7th Floor	McLean, VA 22102-4222		1775 Tysons Blvd Suite # 7th Floor	McLean, VA 22102-4222	Park Hotels & Resorts		5713025757
		109	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton Austin South	Austin, TX	South Austin/Airport	Upper Midscale	Upper Midscale	Franchise	Existing	Open					8415 S Congress Ave	Austin	TX	78745	2025		03/21/2025	Monthly & Daily				Suburban	Hotel	No	Yes	Interior	4	124	1.138	01/22/2020	48453C0595K	48453C	0595K	No	100-year and 500-year Floodplain	Lodgic Hospitality	2815168226	Viraj Patel	601 W Texas Ave	Webster, TX 77598		601 W Texas Ave	Webster, TX 77598	Lodgic Hospitality	Viraj Patel	2815168226
		173	Hampton by Hilton	Hilton Worldwide	Hampton Inn Houston Downtown	Houston, TX	Houston CBD	Upper Midscale	Upper Midscale	Franchise	Existing	Open					710 Crawford St	Houston	TX	77002-3603	2014		03/01/2016	Monthly & Daily	8	5,882	2,432	Urban	Hotel	No	No	Interior	14			01/06/2017	48201C0690N	48201C	0690N	No	100-year and 500-year Floodplain	Woodbranch Investments Corp.	7136213222		4265 San Felipe St Suite # 550	Houston, TX 77027-2920		4265 San Felipe St Suite # 550	Houston, TX 77027-2920	Woodbranch Investments Corp.		7136213222
		127	Homewood Suites by Hilton	Hilton Worldwide	Homewood Suites by Hilton Houston Downtown	Houston, TX	Houston CBD	Upscale	Upscale	Franchise	Existing	Open					710 Crawford St	Houston	TX	77002	2016		03/01/2016	Monthly & Daily	8	5,882	2,432	Urban	Hotel	No	Yes	Interior	14			01/06/2017	48201C0690N	48201C	0690N	No	100-year and 500-year Floodplain	Woodbranch Investments Corp.	7136213222		4265 San Felipe St Suite # 550	Houston, TX 77027-2920		4265 San Felipe St Suite # 550	Houston, TX 77027-2920	Woodbranch Investments Corp.		7136213222
		86	Homewood Suites by Hilton	Hilton Worldwide	Homewood Suites by Hilton Corpus Christi	Texas South	Corpus Christi	Upscale	Upscale	Franchise	Existing	Open					5201 Crosstown Expy	Corpus Christi	TX	78417	2003		06/01/2004	Monthly	0	0	0	Suburban	Hotel	No	Yes	Interior	3	81	0.942	10/13/2022	48355C0510G	48355C	0510G	No	100-year and 500-year Floodplain	Varde Partners, Inc.	9528931554		901 Marquette Ave Suite # 3300	Minneapolis, MN 55402    		901 Marquette Ave Suite # 3300	Minneapolis, MN 55402    	Varde Partners, Inc.		9528931554
		100	Spark by Hilton	Hilton Worldwide	Spark by Hilton San Antonio Airport	San Antonio, TX	San Antonio Airport	Midscale	Midscale	Franchise	Existing	Open					8640 Crownhill Blvd	San Antonio	TX	78209	2004	2024	10/18/2004	Monthly & Daily	4	2,954	1,352	Airport	Hotel	No	No	Interior	4	78	0.780	06/19/2020	48029C0265H	48029C	0265H	No	100-year and 500-year Floodplain	Baywood Hotels Inc	3013458700		9130 Guilford Rd Suite # A	Columbia, MD 21046-1803		9130 Guilford Rd Suite # A	Columbia, MD 21046-1803	Baywood Hotels Inc		3013458700
		547	Marriott	Marriott International	Marriott Dallas/Addison Quorum by the Galleria	Dallas, TX	Dallas North Central/LBJ Freeway	Upper Upscale	Upper Upscale	Franchise	Existing	Open					14901 Dallas Pky	Dallas	TX	75254	1982	2014	12/29/1982	Monthly	15	23,927	9,450	Suburban	Hotel	No	No	Interior	12			11/21/2024	48085C0480K	48113C	0480K	No	100-year and 500-year Floodplain	Deason Capital Services, LLC	2143783602	Doug Deason	5956 Sherry Ln Suite # 800	Dallas, TX 75225-6519		5956 Sherry Ln Suite # 800	Dallas, TX 75225-6519	Deason Capital Services, LLC	Doug Deason	2143783602
		354	Curio Collection by Hilton	Hilton Worldwide	C. Baldwin, Curio Collection by Hilton	Houston, TX	Houston CBD	Upper Upscale	Upper Upscale	Franchise	Existing	Open					400 Dallas St	Houston	TX	77002	1980	2019	06/01/1980	Monthly & Daily	9	14,455	5,580	Urban	Hotel	No	No	Interior	24	439	1.240	01/06/2017	48201C0690N	48201C	0690N	No	100-year and 500-year Floodplain	Brookfield Hotel Properties	2124177000		250 Vesey St	New York, NY 10080-1002		250 Vesey St	New York, NY 10080-1002	Brookfield Hotel Properties		2124177000
		262	Embassy Suites by Hilton	Hilton Worldwide	Embassy Suites by Hilton Houston Downtown	Houston, TX	Houston CBD	Upper Upscale	Upper Upscale	Franchise	Existing	Open					1515 Dallas St	Houston	TX	77010	2011		02/01/2011	Monthly & Daily	3	3,607	2,755	Urban	Hotel	No	Yes	Interior	19	50	0.191	01/06/2017	48201C0690N	48201C	0690N	No	100-year and 500-year Floodplain	Ballis Investments	2818811800	John Ballis	6420 Hillcroft Ave	Houston, TX 77081    		6420 Hillcroft Ave	Houston, TX 77081    	Ballis Investments	John Ballis	2818811800
		150	Homewood Suites by Hilton	Hilton Worldwide	Homewood Suites by Hilton Austin Downtown	Austin, TX	Austin CBD	Upscale	Upscale	Franchise	Existing	Open					78 East Ave	Austin	TX	78701-4315	2019		01/01/2019	Monthly & Daily	1	884	884	Urban	Hotel	No	Yes	Interior	18			01/22/2020	48453C0465K	48453C	0465K	No	500-year Floodplain	Moody National Companies	7139777500		9651 Katy Fwy Suite # 600	Houston, TX 77024-1587		9651 Katy Fwy Suite # 600	Houston, TX 77024-1587	Moody National Companies		7139777500
